label,message
0,nope ill b going sch fri quite early lor co mys si got paper da morn
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,bill â£ thats bad
0,anything lor go go lor
0,test earlier appreciate call tomorrow
1,hi mandy sullivan calling hotmix fmyou chosen receive â£ easter prize drawplease telephone claim prize transferred someone else
0,stayin trouble strangersaw dave day heâs sorted nowstill bloke u gona get girl mrur mum still think get getha
0,life alle moneeppolum oru pole allalo
0,da good good playerwhy unsold
0,didnt try g decided head
0,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
0,tired havent slept well past night
0,yeah sure give couple minute track wallet
0,perhaps much easy give account identification tomorrow uni
0,yup giving problem mayb ill jus leave
0,said anything wrong sorry de
0,took mr owl lick
0,thk lor dunno get ticket wat u
0,please tell car key purse
0,dont kick coco he
0,released vday shirt u put make bottom half naked instead white underwear
0,lol u come idea
0,uncle atlanta wish guy great semester
0,ow u deyi paid thousadi told u would call
0,love working home
0,jokin oni lar ã busy wun disturb ã¼
0,wake since checked stuff saw true available space pls call embassy send mail
0,moji love word rich day
0,way school pls send ashleys number
0,thanks tescos quite nice gone speak soon
0,okay going sleep later
0,thanks talk saturday dear cherish brother role model
0,mode men left
0,wake ltgt morning
0,unlimited text limited minute
0,know account detailsi ask mom send youmy mom reach
0,realise busy guy im trying bother get exam outta way try car gr day
0,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife
0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,ya tel wats ur problem
0,importantly discus u
0,cant see join denis mina denis want alone time
0,hi probably much fun get message thought id txt u co im bored james farting night
0,u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker
0,youll never believe actually got taunton wow
0,one interested may business plan
0,get ready moan scream
0,im home n ready
0,man carlos definitely coming mu tonight excuse
0,maybe could get book tomo return immediately something
0,want talk
1,win year supply cd store ur choice worth â£ enter â£ weekly draw txt music tscs wwwldewcomsubswinppmx
0,pls help tell ashley cant find number oh
0,kkits goodwhen going
1,well done costa del sol holiday â£ await collection call toclaim sae tc pobox stockport skxh costâ£pm maxmins
0,ok anybody asks abt u tel themp
0,im home please call
0,dnt wnt tlk wid u
0,leaving qatar tonite search opportunityall went fastpls add ur prayer dearrakhesh
0,come room cannot come house co house still messy haha
0,see letter b car
0,anything lor
0,purchase stuff today mail po box number
0,erm woodland avenue somewhere get parish magazine telephone number
0,oic co n si got lunch today dad went dunno whether eat sch wat
0,aiya discus later lar pick ã¼
0,well im desperate ill call armand
0,sent ur email id soon
0,nope waiting sch daddy
0,im done
0,hi love go day fuck morning woke dropped cell way stair seems alright phews miss
0,captain room
0,finished class
1,private account statement show unredeemed point call identifier code expires
1,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx callsâ£minmoremobsemspoboxpowa
0,see cup coffee animation
0,alright set text man
0,gud mrng dear hav nice day
0,student solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr
0,watching tv lor
0,ill talk others probably come early tomorrow
1,congratulation youve youre winner august â£ prize draw call prize code
0,course dont tease know simply must see grin keep posted prey loving smile devouring kiss
0,please sen kind advice please come try
0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
0,stupid auto correct phone
0,see half hour
0,yes possible dint try pls dont tell one k
0,hey im bored im thinking u wat r u
0,goodmorning today late hr
0,alreadysabarish asked go
0,u definitely need module e humanity dis sem izzit u wan take module st
0,ok
0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon
1,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
0,dled imp
0,ya toldshe asking wats matter
0,long get reply defer admission til next semester
1,free entry â£ weekly comp send word win tc wwwtxttowincouk
0,yo im parent gettin cash good news picked downstem
1,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call
1,smsservices yourinclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
0,ill text drop x
1,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update orstoptxt tc
0,aight ill hit get cash
0,im wif buying tix lar
1,u win â£ music gift voucher every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription
0,come u got nothing
0,yar tot u knew dis would happen long ago already
0,lol ouch wish id stayed bit longer
0,wat make u thk ill fall actually thk im quite prone fall lucky dad home ask come n fetch already
0,real baby want bring inner tigress
0,talk g x
0,wake long ago already dunno thing
0,k pick another th youre done
0,mum ive sent many many message since got want know actually getting enjoy rest day
0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
0,photoshop make computer shut
0,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
0,hi harishs rent transfred ur acnt
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,gud mrng dear hav nice day
0,new address applespairsall malarky
0,ã comin fetch u oredi
0,later guess needa mcat study
0,yeah get unlimited
0,yup anything lor u dun wan ok
0,good afternoon boytoy go walking day get police abstract still wake miss babe
0,well slightly disastrous class pm fav darling hope day ok coffee wld good cant stay late tomorrow time place always
1,day kick euro u kept date latest news result daily removed send get txt stop
0,armand say get as epsilon
0,send naughty pix
0,sorry flaked last night shit seriously goin roommate tonight
0,hey u fancy meetin cha â hav lil beverage txt ring meet lr quite tired got vpist love pete x x x
0,oi gonna ring
0,love give massage use lot baby oil fave position
1,camera awarded sipix digital camera call fromm landline delivery within day
0,yup thk r e teacher said make face look longer darren ask cut short
1,guaranteed award maybe even â£ cash claim ur award call free legitimat efreefone number wat u think
0,k come nordstrom youre done
0,would u fuckin believe didnt know thurs pre booked cancelled need b sacked
0,reached home tired come tomorro
1,double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf
1,free text msg text ok well credit account
1,network operator service free c visit biz
0,kallis dismissial nd test
0,well uv cause mutation sunscreen like essential thesedays
0,hey next sun there basic yoga course bugis go pilate intro next sat tell time r free
0,im turning phone mom telling everyone cancer sister wont stop calling hurt talk cant put see u u get home love u
0,yup leaving right back soon
0,im meeting call later
0,ooh got im gonna start belly dancing moseley wed u want join cafe
0,haha better late ever way could swing
0,excellent spent ltgt year air force iraq afghanistan stable honest like traveling
0,alright im outhave good night
0,bus leaf ltgt
0,dont worry easy ingredient
0,sorry grocer
0,ok wun b angry msg u aft come home tonight
0,dunno juz askin co got card got salon called hair sense tot da one ã¼ cut ur hair
0,place ur point e culture module already
0,ill give plus said grinule greet whenever speak
0,sorry ill call later meeting
0,ohas usual vijay film different
0,directly behind abt row behind ã¼
0,oh oh den muz change plan liao go back yan jiu
0,mro coming gym machan goodnight
0,response one powerful weapon occupy place others heart always give response care u gud nightswt dreamstake care
0,callin say hi take care bruv
0,pls wont belive godnot jesus
0,ur change da report big co ive already made change da previous report
0,sorry ill call later
0,nope forgot show next week
1,valentine day special win â£ quiz take partner trip lifetime send go pmsg rcvd custcare
0,thinked first time saw class
0,li hai bored da lecturer repeating last week stuff waste time
0,yar else ill thk sort funny thing
1,heard u call night knickers make beg like u last time xx luv nikiyunet
0,derek done class
0,taxt massagetiepos argh ok lool
0,ok go change also
